Other_transportation_support_activities,0,266,31,1221,10,7250,0,870,1060,169,131,17,0,4,9,0,288,193,705,75,0,507,338,1554,171,484,47362,2363,857,538,11475,17993,2000,4440,43641,547,406,30923,1460,2074,958,378,3785,788,3114,261,0,0,0,1884,972,518,13035,483,3174,1395,424,1996,2907,456,1004,676,727,134,472,2297,2,68,569,739,4177,228826,25098,0,0,0,0,0,11354,0,0,0,0,0,0,0,0,0,0,0,0,265278
Warehousing_storage,317,0,8,296,0,390,0,3732,1811,161,1784,621,2037,75,199,136,124,595,3969,1610,315,3571,1586,3372,3615,5216,22727,8248,7460,8769,23408,13,2,736,10013,120,12,901,10828,597,221,641,814,0,0,47,0,1,57,344,215,115,1068,5,1940,89,150,660,851,151,223,183,107,698,1257,827,96,141,0,3585,95,143958,125,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,144266
Publishing_industries_except_internet_(includes_software),44,1,21,0,3,122,487,2,1,6,43,32,9,2,13,64,6,29,8,0,0,5,48,3,65,9,2038,260,114,106,744,7,60,0,76,6,0,441,117,12895,57,988,1532,503,1017,146,30,23,353,291,1404,982,4885,2107,2138,10,793,2040,1259,133,1024,34,78,116,102,1144,1170,832,333,9412,112,52939,138907,0,143401,0,0,929,44898,0,0,1601,0,0,0,1950,0,0,0,5762,0,390386
Motion_picture_sound_recording_industries,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,319,250,0,148,3,0,0,4,0,66,16,0,37,21518,48047,9,23,28,0,0,0,107,593,11,20,2760,183,59,0,3488,46,17,1847,1248,172,113,2130,2450,864,1240,388,6,883,0,89125,35009,0,40752,0,0,131,19317,0,0,0,0,0,0,0,0,0,0,0,0,184335
Broadcasting_telecommunications,524,39,1110,206,773,1342,6168,217,306,296,924,730,155,156,422,260,150,470,1089,77,23,280,365,517,1110,519,18562,2247,779,648,9650,296,149,128,4458,1064,449,3786,613,2716,486,105491,7513,11883,7185,4716,904,2413,15340,1606,5418,4192,15367,5639,13518,713,2510,7104,4339,1166,1257,501,1471,2278,5764,6273,4053,2845,546,43379,910,350557,333208,6276,31577,0,0,0,12137,0,0,0,0,0,0,0,0,0,0,0,0,733756
Data_processing_internet_publishing__other_information_services,0,0,69,7,15,1411,1104,657,608,911,2049,1308,368,252,581,702,444,709,1339,178,57,684,301,495,841,906,4395,2761,1280,878,5877,129,1,0,215,64,22,854,168,2256,175,5515,14348,10639,3535,1239,1066,38,783,4783,4009,3115,19479,6912,23697,813,5342,2184,4501,423,1458,695,941,747,3916,10850,10230,3757,315,14370,1947,196715,68710,0,14172,0,0,0,6627,0,0,434,0,0,0,392,0,0,0,1444,0,288495
Federal_Reserve_banks_credit_intermediation__related_activities,1331,80,3038,583,1916,7473,7660,256,957,1109,1612,1382,689,349,1200,627,470,846,3556,212,83,302,296,593,1847,1255,21934,2347,3194,3388,16090,2226,4790,715,6656,8686,131,1734,1043,2250,1534,5759,2198,48524,48883,9215,3581,105538,68923,18476,4493,3763,23711,14927,11359,347,2981,11890,1910,3033,1594,562,1580,1371,2477,14557,274,226,2757,5134,10444,546924,276754,0,0,0,0,0,66867,0,0,0,0,0,0,0,0,0,0,0,0,890544
Securities_commodity_contracts__investments,227,34,5312,797,3661,516,1928,45,76,1125,1445,1232,58,233,971,500,366,671,249,16,4,40,48,122,58,108,2465,168,265,445,924,4809,825,7249,1120,1141,65,1935,47,383,280,520,150,41338,62751,5133,101076,182,6052,792,1068,505,3699,9498,2293,57,675,1771,10093,574,2055,362,135,2931,3542,17516,15,98,105,27930,1797,346674,258473,0,0,0,0,0,64894,0,0,0,0,0,0,0,0,0,0,0,0,670041
Insurance_carriers_related_activities,2336,1046,9477,1740,3283,817,429,224,1133,842,972,1456,273,790,1446,1464,405,626,3427,370,156,340,90,381,2543,536,27639,2718,1314,1167,6912,115,40,334,7602,2510,185,1714,1785,533,1677,2881,937,12690,18372,413964,8893,13395,45826,3784,4023,1241,9922,274,8428,1085,2202,5459,73418,1365,4485,1984,1879,1487,3585,5578,0,68679,433,1862,8872,819848,402337,0,0,9663,0,0,18047,0,0,0,0,0,0,0,0,0,0,0,0,1249896
Funds_trusts__other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8373,14554,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22971,173272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196243
Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2221999
Other_real_estate,29292,116,1381,103,252,3599,20535,587,729,511,4674,1714,4110,514,2101,4965,1040,1480,3999,573,111,1200,1654,92,4400,2257,99978,16952,22544,15345,110699,240,225,363,5587,1020,121,2550,20062,4930,5161,17859,12715,43335,32476,63460,769,7619,128479,8592,23374,5500,56223,35080,19248,1695,37221,48378,43457,28193,19085,10374,14638,9051,81060,46817,3979,8489,1133,36651,3676,1246391,6555,0,0,123358,21951,0,3293,0,0,0,0,0,0,0,0,0,0,0,0,1401548
Rental_leasing_services_lessors_of_intangible_assets,3737,217,5427,1417,4052,858,20760,246,764,931,2075,1509,342,464,1520,968,191,1002,3624,114,63,813,474,1731,4552,764,32411,1405,1671,1990,9834,9736,4614,585,9964,1975,60,1861,1284,2134,3267,12389,7242,9356,6857,5024,30,76,3190,5963,3188,2163,16740,19110,7176,1661,1927,4626,5775,767,547,1906,1903,2196,7660,2511,297,162,510,8235,390,280983,108279,0,0,0,0,0,73908,0,0,0,0,0,0,0,0,0,0,0,0,463170
Legal_services,323,85,5687,536,1660,3330,5406,717,447,932,3257,1412,3057,199,1855,3060,313,1466,1177,217,83,884,504,1315,3604,1276,13597,595,328,776,3754,228,535,197,449,160,136,756,255,2966,872,5206,3716,5294,8646,19786,1332,1567,19238,606,2525,4784,14457,9463,8112,443,406,6049,16179,1385,881,1259,2115,2475,2642,4087,901,196,946,8553,811,222467,106625,0,0,25995,0,0,13294,0,0,0,0,0,0,0,0,0,0,0,0,368380
Computer_systems_design_related_services,350,53,7703,291,46,1399,4577,210,261,340,1805,2633,377,103,525,1296,184,481,1123,102,24,274,489,1093,1371,458,16735,3269,821,1011,5153,125,1401,7,1340,160,7,371,398,6944,628,8531,10358,11522,10051,3501,626,232,2149,661,5217,6952,20715,22253,13435,308,1832,6918,11984,1560,1360,297,1309,830,2388,4182,20875,13596,416,19520,2675,272190,0,24170,221948,0,0,0,26525,0,201,9660,0,0,0,23912,0,0,10,12186,0,590802
Miscellaneous_professional_scientific__technical_services,1727,761,6411,2657,9050,10568,52880,3181,3065,5808,11308,6333,6863,1884,6739,5797,2580,5995,15922,1445,503,3742,2213,5093,16158,6344,115278,20806,8698,8694,64660,833,2682,1184,6265,1320,1804,3249,1914,15147,10411,61611,34681,68921,44941,27917,2905,979,121880,7602,9733,26364,145839,55195,49477,2979,5568,35013,45695,9440,6521,5513,7069,11076,33402,26218,36687,8015,1794,55019,15834,1421859,76497,38368,463014,3466,0,0,153360,0,0,57056,0,0,0,73758,0,0,0,20239,0,2307617
Management_of_companies_enterprises,0,0,13585,3265,1460,23,8129,987,1993,1750,10272,18222,14592,1527,15491,6024,625,3919,25809,1216,741,3127,838,9232,29236,2825,89805,1720,5364,20484,26613,419,12,1019,8439,656,6,3876,645,6322,786,3258,1775,5785,14439,2174,470,39,2464,4846,6970,6065,26062,100,48447,3225,4283,26718,9486,4201,2389,2543,2151,21163,63245,9325,0,0,518,0,0,613196,0,0,0,0,0,0,4095,0,0,0,0,0,0,0,0,0,0,0,0,617290
Administrative_support_services,651,73,1224,686,1917,13259,9334,754,1443,3216,8016,2454,2709,573,3933,4071,382,1671,4656,420,386,1830,2864,3339,6124,2162,75329,6041,4147,3936,29902,7098,1522,6307,14526,4077,816,8790,4735,11078,2690,25966,28803,29134,17428,8043,328,4725,132415,12026,10188,26549,68981,9169,73095,3521,4058,27788,52178,9492,3734,5100,3708,8221,13730,14975,12740,1535,2288,37622,6608,913284,68983,0,0,0,0,0,2355,0,0,0,0,0,0,0,0,0,0,0,0,984622
Waste_management_remediation_services,224,13,1399,240,382,605,2841,114,247,428,435,232,48,69,220,139,100,140,1505,93,9,331,92,747,2087,320,2886,1023,545,297,2015,20,94,52,1119,87,17,475,894,128,38,311,81,878,129,1408,447,16,14074,362,148,153,1952,709,2325,10263,685,2624,3060,1039,794,112,1038,1320,2963,2426,453,233,185,18128,3268,94331,27372,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,121839
Educational_services,15,5,0,0,0,196,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,36,0,2,2631,53,1249,0,5799,208,45,0,0,0,9,65,0,0,0,99,233,39,19,0,0,0,0,0,0,74,124,0,1206,0,4567,1,27,0,0,1904,278,0,0,4453,1338,52,146,16583,14,41547,365110,0,0,0,0,0,1964,0,0,0,0,0,0,0,0,0,0,0,0,408620
Ambulatory_health_care_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,107,0,0,16005,15865,110,7,144,3,0,0,135,0,693,0,10635,0,43780,1087818,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,1131687
Hospitals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4721,0,0,0,0,0,0,0,0,0,0,0,0,4721,1144147,0,0,0,0,0,2307,0,0,0,0,0,0,0,0,0,0,0,0,1151175
