Broadcasting_telecommunications,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,701536,267,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,702318,253,0,702571,0,0,0,0,31190,-5,31185,733756
Data_processing_internet_publishing_other_information_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12276,0,0,253084,0,0,0,0,0,0,0,0,15107,3105,0,0,0,0,0,0,0,0,0,0,0,0,444,14,0,0,2356,0,286386,1324,0,287710,0,0,0,0,784,0,784,288495
Federal_Reserve_banks_credit_intermediation_related_activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5090,433,0,260,0,0,0,0,0,0,0,0,0,0,0,0,856482,28659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,890949,72,0,891021,0,0,0,0,0,-477,-477,890544
Securities_commodity_contracts_investments,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35834,631134,934,0,0,0,9,0,0,692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668603,91,0,668694,0,0,0,0,1347,0,1347,670041
Insurance_carriers_related_activities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,8736,1155655,0,0,148,997,0,0,0,0,69,0,105,0,0,0,0,0,0,0,0,0,0,0,7731,0,-376,1173162,42684,-752,1215094,0,0,0,0,41074,-6272,34802,1249896
Funds_trusts_other_financial_vehicles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,29763,0,196070,0,0,196070,0,0,0,0,173,0,173,196243
Housing,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2232196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29300,2261496,0,0,2261496,0,0,0,0,0,-39497,-39497,2221999
Other_real_estate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,135,0,0,0,0,0,0,0,1366896,2884,0,0,0,0,309,0,76,0,0,116,0,947,169,1207,0,1484,0,0,806,0,26884,1401922,0,0,1401922,0,0,0,0,1316,-1690,-374,1401548
Rental_leasing_services_lessors_of_intangible_assets,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13473,855,363,251,3836,102,246,0,346,0,0,85,8,1,165,10359,334,87622,0,0,0,0,0,319259,0,354,12,0,52,473,91,3226,1405,0,0,1380,347,1296,0,266,0,0,0,0,0,446228,0,0,446228,0,0,0,0,16942,0,16942,463170
Legal_services,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0,0,0,347053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347512,3857,0,351369,0,0,0,0,17011,0,17011,368380
